link_id,from_node_id,to_node_id,lanes,geometry
108 101854,108,101854,1,"LINESTRING(1520489.509838673 1001821.7377521936,1520508.8528386732 1001564.3087521936)"
108 101858,108,101858,1,"LINESTRING(1520496.4880640125 1001821.7111930664,1520516.9670640125 1002069.0461930664)"
109 100027,109,100027,1,"LINESTRING(1522627.4846911633 1001773.6730022996,1522648.8576911632 1002001.4370022996)"
109 100038,109,100038,1,"LINESTRING(1522623.6967963427 1001770.5131579413,1522853.6967963427 1001750.5131579413)"
109 100039,109,100039,1,"LINESTRING(1522623.875665404 1001777.4977908612,1522411.3096654038 1001769.9417908612)"
109 100041,109,100041,1,"LINESTRING(1522620.5116088141 1001774.2848279024,1522599.546608814 1001517.5188279025)"
110 100064,110,100064,1,"LINESTRING(1521874.9467885448 1000629.5004045175,1522396.7477885447 1000621.5664045175)"
110 100192,110,100192,1,"LINESTRING(1521871.836481842 1000631.5026179965,1522107.090481842 1000134.4816179966)"
110 100255,110,100255,1,"LINESTRING(1521877.8480671493 1000630.965666322,1522102.8480671493 1000945.965666322)"
110 101842,110,101842,1,"LINESTRING(1521875.0680655004 1000636.4993380927,1521279.8790655003 1000648.0763380928)"
111 100178,111,100178,1,"LINESTRING(1520444.412374322 1000478.524378125,1521280.223374322 1000577.691378125)"
111 100179,111,100179,1,"LINESTRING(1520440.5004733035 1000482.0575577953,1520427.8514733035 999712.9955577953)"
111 101843,111,101843,1,"LINESTRING(1520444.046662519 1000485.4996889303,1519694.046662519 1000495.4996889303)"
111 101846,111,101846,1,"LINESTRING(1520447.4986411543 1000481.9024803909,1520463.8586411544 1001068.8384803908)"
132 100254,132,100254,1,"LINESTRING(1522266.535798059 1003288.330632366,1522160.225798059 1003293.646632366)"
132 101960,132,101960,1,"LINESTRING(1522266.0398622602 1003281.3497639173,1522440.3788622601 1003265.2857639173)"
133 101882,133,101882,1,"LINESTRING(1520402.0075428556 1003956.4999918722,1519746.8195428555 1003957.9119918722)"
134 100288,134,100288,1,"LINESTRING(1519317.8104655195 1002615.5544575613,1520622.8444655195 1002557.5034575614)"
134 101869,134,101869,1,"LINESTRING(1519317.2857801106 1002622.4842638847,1519157.3877801106 1002590.8042638848)"
134 101911,134,101911,1,"LINESTRING(1519314.4737914808 1002619.2844087799,1519279.9457914808 1002102.68440878)"
134 102000,134,102000,1,"LINESTRING(1519318.9767412983 1002615.7001192161,1520487.2747412983 1002968.0991192161)"
135 100011,135,100011,1,"LINESTRING(1522617.4810484748 1002263.6362672468,1522644.1490484749 1002518.8582672467)"
135 100024,135,100024,1,"LINESTRING(1522614.0 1002260.5,1522864.0 1002260.5)"
135 100025,135,100025,1,"LINESTRING(1522613.999404043 1002267.4999999492,1522426.066404043 1002267.4679999492)"
135 100027,135,100027,1,"LINESTRING(1522610.5247818558 1002263.5842370276,1522641.8977818557 1002001.3482370275)"
175 101846,175,101846,1,"LINESTRING(1520515.5722731822 1001353.7075937133,1520456.9322731823 1001069.6435937133)"
175 101854,175,101854,1,"LINESTRING(1520522.498268747 1001353.1100716783,1520515.841268747 1001564.6810716783)"
176 100271,176,100271,1,"LINESTRING(1519006.4997257483 1001373.9561857678,1519009.1547257483 1001586.0281857678)"
176 100272,176,100272,1,"LINESTRING(1518999.5426316683 1001374.5446138261,1518951.4366316684 1001069.1536138261)"
177 100271,177,100271,1,"LINESTRING(1519010.501565363 1001865.1046665701,1519002.156565363 1001586.1766665701)"
177 101778,177,101778,1,"LINESTRING(1519016.2280002476 1001867.699261917,1518728.9420002475 1002104.828261917)"
177 101911,177,101911,1,"LINESTRING(1519016.3140949542 1001862.3741735505,1519285.7520949543 1002099.8251735505)"
178 100273,178,100273,1,"LINESTRING(1521676.515803188 1001823.667776316,1521703.401803188 1001541.7007763161)"
178 100275,178,100275,1,"LINESTRING(1521683.455769746 1001823.4453330168,1521715.9757697461 1002026.0563330168)"
178 100277,178,100277,1,"LINESTRING(1521679.738406562 1001820.509789566,1522132.356406562 1001786.585789566)"
178 101856,178,101856,1,"LINESTRING(1521679.439508975 1001827.454829925,1521303.439508975 1001766.454829925)"
179 100273,179,100273,1,"LINESTRING(1521699.4954817358 1001327.8222151996,1521710.3814817357 1001541.8552151996)"
179 100274,179,100274,1,"LINESTRING(1521692.5028298637 1001327.8592838404,1521703.3888298636 1001057.3132838404)"
179 100278,179,100278,1,"LINESTRING(1521696.0377472094 1001331.4997964439,1521294.4817472093 1001335.8307964439)"
179 100279,179,100279,1,"LINESTRING(1521695.8514471725 1001324.5031539843,1522113.6524471724 1001306.7541539844)"
180 100041,180,100041,1,"LINESTRING(1522600.4989577252 1001269.9145901863,1522606.5339577252 1001517.1485901864)"
180 100276,180,100276,1,"LINESTRING(1522593.5027606022 1001269.8610158465,1522604.2417606022 1000999.6370158464)"
180 100280,180,100280,1,"LINESTRING(1522597.522384423 1001273.4607968034,1522400.468384423 1001303.2047968033)"
180 100281,180,100281,1,"LINESTRING(1522597.5006548457 1001266.5359929668,1522843.4486548458 1001302.0829929669)"
181 100163,181,100163,1,"LINESTRING(1521839.5061609878 1003759.4632067588,1521449.5061609878 1003816.4632067588)"
181 102006,181,102006,1,"LINESTRING(1521838.2921890423 1003752.5723180358,1522445.5461890423 1003627.1753180358)"
181 102013,181,102013,1,"LINESTRING(1521837.7424345533 1003752.7337285558,1522164.1084345533 1003627.0777285559)"
182 100283,182,100283,1,"LINESTRING(1522669.5230442353 1003270.4009720817,1522637.1910442354 1002990.0399720817)"
182 100284,182,100284,1,"LINESTRING(1522672.585832135 1003266.5245913939,1522865.585832135 1003243.5245913939)"
182 101960,182,101960,1,"LINESTRING(1522672.9814832553 1003273.4999510183,1522440.6814832552 1003272.2709510182)"
184 100165,184,100165,1,"LINESTRING(1520837.8481328785 1002673.6949732022,1521205.5231328786 1002545.5529732022)"
184 100288,184,100288,1,"LINESTRING(1520837.3440567672 1002680.0834805026,1520621.3440567672 1002564.0834805026)"
184 101858,184,101858,1,"LINESTRING(1520835.9147908953 1002678.6527204182,1520510.3937908954 1002070.9877204181)"
184 102000,184,102000,1,"LINESTRING(1520841.2429073113 1002679.6868879382,1520488.5069073113 1002974.1368879381)"
185 100275,185,100275,1,"LINESTRING(1521736.5166891648 1002307.3413877925,1521709.0366891648 1002026.9523877925)"
185 100291,185,100291,1,"LINESTRING(1521739.7595032759 1002303.5082724439,1522141.785503276 1002275.818272444)"
185 100292,185,100292,1,"LINESTRING(1521740.1062594068 1002310.4983866194,1521312.1062594068 1002323.4983866194)"
185 100295,185,100295,1,"LINESTRING(1521743.4845330939 1002307.3286778317,1521722.135533094 1002533.6636778316)"
186 100293,186,100293,1,"LINESTRING(1521698.0525788087 1002771.5003949553,1522140.8045788088 1002778.1523949553)"
186 100294,186,100294,1,"LINESTRING(1521698.2231968977 1002778.4928760563,1521329.5881968976 1002802.0488760563)"
186 100295,186,100295,1,"LINESTRING(1521694.5127093152 1002774.7020005382,1521715.1637093152 1002533.0370005382)"
186 100296,186,100296,1,"LINESTRING(1521701.478579906 1002774.6133711901,1521727.268579906 1003006.6513711901)"
187 100011,187,100011,1,"LINESTRING(1522625.503937418 1002764.8340288464,1522637.1719374182 1002519.0560288463)"
187 100283,187,100283,1,"LINESTRING(1522632.4952882428 1002764.8184508334,1522644.1632882429 1002989.4574508334)"
187 100289,187,100289,1,"LINESTRING(1522629.0925910063 1002761.5012249422,1522865.1505910063 1002767.7482249421)"
187 100290,187,100290,1,"LINESTRING(1522629.281884076 1002768.4886302997,1522431.2268840761 1002784.4916302997)"
100000 100283,100000,100283,1,"LINESTRING(1522861.9215431416 1002984.2501770938,1522640.8085431417 1002993.1361770937)"
100000 100289,100000,100289,2,"LINESTRING(1522856.53164211 1002980.6708918704,1522859.80864211 1002771.1648918703)"
100010 100011,100010,100011,2,"LINESTRING(1522429.1224561704 1002517.4186969745,1522640.5824561703 1002513.9726969745)"
100010 100025,100010,100025,1,"LINESTRING(1522425.7082579485 1002522.7104920362,1522422.5672579485 1002264.0104920362)"
100010 100290,100010,100290,1,"LINESTRING(1522432.7079208856 1002522.6444671353,1522434.4449208856 1002780.9794671354)"
100011 135,100011,135,1,"LINESTRING(1522637.1869515253 1002519.5857327532,1522610.5189515252 1002264.3637327532)"
100011 187,100011,187,1,"LINESTRING(1522644.164062582 1002519.3879711536,1522632.496062582 1002765.1659711536)"
100011 100012,100011,100012,2,"LINESTRING(1522640.4625466065 1002513.9760216448,1522860.4095466065 1002505.3620216448)"
100012 100024,100012,100024,2,"LINESTRING(1522855.3654945053 1002510.5359440404,1522858.7504945053 1002263.9279440404)"
100024 135,100024,135,1,"LINESTRING(1522864.0 1002267.5,1522614.0 1002267.5)"
100024 100028,100024,100028,2,"LINESTRING(1522858.7509378837 1002264.0992315398,1522853.7259378838 1001998.2912315398)"
100025 135,100025,135,1,"LINESTRING(1522426.067595957 1002260.4680000508,1522614.000595957 1002260.5000000508)"
100025 100010,100025,100010,1,"LINESTRING(1522429.5667420516 1002263.9255079638,1522432.7077420517 1002522.6255079637)"
100025 100026,100025,100026,1,"LINESTRING(1522422.5676456965 1002264.0352269193,1522417.5556456964 1002003.1462269194)"
100026 100025,100026,100025,1,"LINESTRING(1522424.5543543035 1002003.0117730807,1522429.5663543036 1002263.9007730806)"
100026 100027,100026,100027,2,"LINESTRING(1522421.024223908 1001997.8290902072,1522645.342223908 1001996.5140902072)"
100026 100039,100026,100039,1,"LINESTRING(1522417.5578892324 1002003.2211839656,1522407.9368892324 1001766.5861839656)"
100026 100249,100026,100249,2,"LINESTRING(1522421.210460373 1002008.3266977879,1522143.028460373 1002016.5676977878)"
100027 109,100027,109,1,"LINESTRING(1522641.8883088366 1002002.0909977003,1522620.5153088367 1001774.3269977004)"
100027 135,100027,135,1,"LINESTRING(1522648.8482181442 1002002.1797629724,1522617.4752181442 1002264.4157629724)"
100027 100026,100027,100026,2,"LINESTRING(1522645.4037760918 1002007.0139097928,1522421.0857760918 1002008.3289097928)"
100027 100028,100027,100028,2,"LINESTRING(1522645.2852181513 1001996.514733923,1522858.8872181515 1001992.9427339231)"
100028 100027,100028,100027,2,"LINESTRING(1522859.0627818487 1002003.441266077,1522645.4607818485 1002007.0132660769)"
100028 100038,100028,100038,2,"LINESTRING(1522853.7260892247 1001998.2989377012,1522848.7510892246 1001754.1069377011)"
100038 109,100038,109,1,"LINESTRING(1522854.3032036573 1001757.4868420587,1522624.3032036573 1001777.4868420587)"
100038 100042,100038,100042,2,"LINESTRING(1522848.7520168137 1001754.1455076532,1522841.9770168138 1001509.7935076533)"
100039 109,100039,109,1,"LINESTRING(1522411.558334596 1001762.9462091388,1522624.124334596 1001770.5022091388)"
100039 100026,100039,100026,1,"LINESTRING(1522414.9311107674 1001766.3018160345,1522424.5521107675 1002002.9368160345)"
100039 100040,100039,100040,1,"LINESTRING(1522407.9340917699 1001766.4186547645,1522409.73509177 1001517.7196547645)"
100040 100039,100040,100039,1,"LINESTRING(1522416.7349082301 1001517.7703452355,1522414.93390823 1001766.4693452355)"
100040 100248,100040,100248,2,"LINESTRING(1522413.3152362478 1001522.9943868351,1522127.0192362478 1001527.3703868352)"
100040 100280,100040,100280,1,"LINESTRING(1522409.741484812 1001517.9579592219,1522396.452484812 1001299.9569592219)"
100041 109,100041,109,1,"LINESTRING(1522606.5233911858 1001516.9491720976,1522627.4883911859 1001773.7151720976)"
100041 180,100041,180,1,"LINESTRING(1522599.5360422747 1001517.3194098137,1522593.5010422748 1001270.0854098137)"
100041 100040,100041,100040,2,"LINESTRING(1522603.0491345641 1001522.4839809728,1522413.2491345643 1001522.9949809727)"
100042 100041,100042,100041,2,"LINESTRING(1522847.3880177147 1001514.8954684588,1522603.1980177145 1001522.4814684588)"
100042 100281,100042,100281,2,"LINESTRING(1522841.976152324 1001509.7579912373,1522837.6991523239 1001305.6569912373)"
100052 100064,100052,100064,1,"LINESTRING(1522399.720505882 1001002.6235056205,1522393.301505882 1000625.1255056205)"
100052 100276,100052,100276,2,"LINESTRING(1522403.148438726 1000997.3144877384,1522607.6674387262 1000994.5264877384)"
100052 100280,100052,100280,1,"LINESTRING(1522406.7197876184 1001002.6025567827,1522403.4457876184 1001299.7825567826)"
100053 100251,100053,100251,2,"LINESTRING(1522831.4670143272 1000997.3797347317,1522832.5280143272 1000543.2327347317)"
100064 110,100064,110,1,"LINESTRING(1522396.8542114552 1000628.5655954825,1521875.0532114552 1000636.4995954825)"
100064 100052,100064,100052,1,"LINESTRING(1522400.300494118 1000625.0064943795,1522406.719494118 1001002.5044943795)"
100064 100250,100064,100250,1,"LINESTRING(1522393.3017930049 1000625.1405010369,1522387.9887930048 1000375.5965010369)"
100065 100066,100065,100066,1,"LINESTRING(1522384.2293151575 999908.2470437493,1522608.5677824765 1000020.8707722798,1522648.3574673047 1000040.765614692,1522712.0583257787 1000062.6627847916,1522766.7517117364 1000078.5735879798,1522849.1560051986 1000090.929694812)"
100065 100250,100065,100250,1,"LINESTRING(1522386.1583669586 999911.3084350736,1522394.9873669585 1000375.4554350736)"
100066 100065,100066,100065,1,"LINESTRING(1522848.1179948016 1000097.8523051878,1522765.2482882645 1000085.4264120202,1522709.9416742232 1000069.3372152084,1522645.642532694 1000047.2343853076,1522605.4322175235 1000027.1292277277,1522381.0886848425 999914.5029562507)"
100163 181,100163,181,1,"LINESTRING(1521448.4938390122 1003809.5367932412,1521838.4938390122 1003752.5367932412)"
100163 101881,100163,101881,1,"LINESTRING(1521451.0744562617 1003815.8189769809,1521347.6744562618 1003891.9099769809)"
100165 184,100165,184,1,"LINESTRING(1521207.8268671215 1002552.1630267978,1520840.1518671215 1002680.3050267978)"
100165 101870,100165,101870,1,"LINESTRING(1521206.5148968 1002543.6104418093,1521321.4278968 1002540.1044418092)"
100178 111,100178,111,1,"LINESTRING(1521279.398625678 1000584.642621875,1520443.587625678 1000485.475621875)"
100178 101841,100178,101841,1,"LINESTRING(1521276.3110028026 1000581.1714291897,1521275.2950028025 999778.3164291898)"
100178 101842,100178,101842,1,"LINESTRING(1521283.311 1000581.167,1521283.311 1000644.577)"
100179 111,100179,111,1,"LINESTRING(1520434.8505266965 999712.8804422047,1520447.4995266965 1000481.9424422047)"
100179 101834,100179,101834,1,"LINESTRING(1520431.2226371497 999718.1864305253,1519682.4506371496 999699.8734305253)"
100179 101841,100179,101841,1,"LINESTRING(1520431.620199151 999709.4483679539,1521279.064199151 999774.822367954)"
100192 110,100192,110,1,"LINESTRING(1522113.417518158 1000137.4763820035,1521878.163518158 1000634.4973820035)"
100192 100250,100192,100250,1,"LINESTRING(1522112.5234859816 1000133.3145238077,1522393.7574859816 1000372.8575238077)"
100192 101841,100192,101841,1,"LINESTRING(1522107.9458381785 1000138.6100433302,1521886.0258099316 999943.9240300861,1521684.6621561146 999842.2453534061,1521562.3521871269 999802.4697537352,1521416.7441794798 999794.4912327682,1521278.4750258077 999781.7973430988)"
100248 100273,100248,100273,2,"LINESTRING(1522127.1875894498 1001527.3651112961,1521707.1345894497 1001547.2771112961)"
100248 100277,100248,100277,1,"LINESTRING(1522130.4382142005 1001522.0468381541,1522136.1172142006 1001790.001838154)"
100248 100279,100248,100279,1,"LINESTRING(1522123.445709766 1001522.3376179596,1522110.3077097659 1001310.4676179596)"
100249 100026,100249,100026,2,"LINESTRING(1522142.7175396269 1002006.0723022121,1522420.899539627 1001997.8313022122)"
100249 100275,100249,100275,2,"LINESTRING(1522143.059421667 1002016.5666891428,1521712.706421667 1002031.8576891429)"
100249 100277,100249,100277,1,"LINESTRING(1522139.3767537666 1002011.4820563953,1522129.1217537667 1001790.2380563953)"
100249 100291,100249,100291,1,"LINESTRING(1522146.372982519 1002011.3310619246,1522145.5259825191 1002279.3210619247)"
100250 100064,100250,100064,1,"LINESTRING(1522394.987206995 1000375.4474989631,1522400.300206995 1000624.9914989631)"
100250 100065,100250,100065,1,"LINESTRING(1522387.9886330413 1000375.5885649264,1522379.1596330414 999911.4415649264)"
100250 100192,100250,100192,1,"LINESTRING(1522389.2185140182 1000378.1864761923,1522107.9845140183 1000138.6434761924)"
100250 100251,100250,100251,1,"LINESTRING(1522393.6343937977 1000372.7574035259,1522415.7002135497 1000389.8889954604,1522658.169866681 1000475.7013006657,1522838.9500216828 1000539.9470665297)"
100251 100066,100251,100066,2,"LINESTRING(1522832.5295357064 1000543.1180253628,1522843.3885357066 1000094.2640253628)"
100251 100250,100251,100250,1,"LINESTRING(1522836.605978317 1000546.5429334703,1522655.8301332593 1000482.2986992896,1522412.299786449 1000396.1110045392,1522389.341606202 1000378.2865964741)"
100252 100010,100252,100010,2,"LINESTRING(1522143.3973951458 1002522.51383453,1522429.114395146 1002517.4188345299)"
100252 100291,100252,100291,1,"LINESTRING(1522139.9910608432 1002527.7836373474,1522138.5260608434 1002279.3306373474)"
100252 100293,100252,100293,1,"LINESTRING(1522146.9907963444 1002527.8007564298,1522144.2517963445 1002781.6897564298)"
100253 100254,100253,100254,1,"LINESTRING(1522163.0499950286 1002992.8991008542,1522163.5509950286 1003290.1451008541)"
100253 100293,100253,100293,1,"LINESTRING(1522156.0637748162 1002993.2152160017,1522137.2657748163 1002781.9622160017)"
100253 100296,100253,100296,1,"LINESTRING(1522159.6634558109 1002996.4031606279,1521723.9034558109 1003010.5361606278)"
100253 101999,100253,101999,1,"LINESTRING(1522159.456388579 1002987.6558346471,1522436.854388579 1002982.7088346471)"
100254 132,100254,132,1,"LINESTRING(1522159.876201941 1003286.6553676339,1522266.186201941 1003281.3393676339)"
100254 100253,100254,100253,1,"LINESTRING(1522156.5510049714 1003290.1568991458,1522156.0500049714 1002992.9108991459)"
100254 100282,100254,100282,1,"LINESTRING(1522163.5497226412 1003290.0564490637,1522168.8647226412 1003486.7304490637)"
100255 110,100255,110,1,"LINESTRING(1522097.1519328507 1000950.034333678,1521872.1519328507 1000635.034333678)"
100255 101844,100255,101844,1,"LINESTRING(1522103.2934887197 1000946.8155456729,1522124.0724887198 1001004.593545673)"
100271 176,100271,176,1,"LINESTRING(1519002.1552742517 1001586.1158142323,1518999.5002742517 1001374.0438142322)"
100271 177,100271,177,1,"LINESTRING(1519009.153434637 1001585.96733343,1519017.498434637 1001864.8953334299)"
100272 176,100272,176,1,"LINESTRING(1518958.3513683318 1001068.064386174,1519006.4573683317 1001373.4553861739)"
100272 101847,100272,101847,1,"LINESTRING(1518954.9096233074 1001063.3590232466,1519705.6116233072 1001065.5930232465)"
100273 178,100273,178,1,"LINESTRING(1521710.3701968119 1001542.365223684,1521683.484196812 1001824.332223684)"
100273 179,100273,179,1,"LINESTRING(1521703.3905182641 1001542.2107848005,1521692.5045182642 1001328.1777848004)"
100273 101855,100273,101855,2,"LINESTRING(1521706.851002257 1001547.2828833471,1521304.6840022572 1001544.601883347)"
100274 179,100274,179,1,"LINESTRING(1521710.3831701363 1001057.5947161596,1521699.4971701363 1001328.1407161596)"
100274 101844,100274,101844,1,"LINESTRING(1521706.9078704482 1001052.2040455542,1522075.4925902975 1001053.7395089883,1522116.6870031492 1001002.4889177919)"
100274 101845,100274,101845,1,"LINESTRING(1521706.954107824 1001062.7035582028,1521295.4391078241 1001068.0425582028)"
100275 178,100275,178,1,"LINESTRING(1521709.064230254 1002027.1656669832,1521676.544230254 1001824.5546669832)"
100275 185,100275,185,1,"LINESTRING(1521716.0033108352 1002026.2696122075,1521743.4833108352 1002306.6586122075)"
100275 100249,100275,100249,2,"LINESTRING(1521712.333578333 1002021.3643108571,1522142.686578333 1002006.073310857)"
100275 101857,100275,101857,2,"LINESTRING(1521712.652147922 1002033.6097525265,1521313.693147922 1002041.1427525264)"
100276 180,100276,180,1,"LINESTRING(1522611.236239398 1000999.9149841535,1522600.4972393978 1001270.1389841535)"
100276 100053,100276,100053,2,"LINESTRING(1522607.6843426893 1000994.526284524,1522836.6623426892 1000992.142284524)"
100277 178,100277,178,1,"LINESTRING(1522132.879593438 1001793.566210434,1521680.261593438 1001827.490210434)"
100277 100248,100277,100248,1,"LINESTRING(1522129.1187857995 1001790.150161846,1522123.4397857995 1001522.195161846)"
100277 100249,100277,100249,1,"LINESTRING(1522136.1142462334 1001789.9139436047,1522146.3692462333 1002011.1579436046)"
