road_link_id,name,from_node_id,to_node_id,facility_type,link_type,direction,length,lanes,free_speed,capacity,demand_type_code,geometry,
3073296,,108,101854,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520489.509839 1001821.737752 ,1520508.852839 1001564.308752 )"
3073296,,108,101858,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520496.488064 1001821.711193 ,1520516.967064 1002069.046193 )"
3073296,,109,100027,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522627.484691 1001773.673002 ,1522648.857691 1002001.437002 )"
3073296,,109,100038,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522623.696796 1001770.513158 ,1522853.696796 1001750.513158 )"
3073296,,109,100039,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522623.875665 1001777.497791 ,1522411.309665 1001769.941791 )"
3073296,,109,100041,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522620.511609 1001774.284828 ,1522599.546609 1001517.518828 )"
3073296,,110,100064,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521874.946789 1000629.500405 ,1522396.747789 1000621.566405 )"
3073296,,110,100192,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521871.836482 1000631.502618 ,1522107.090482 1000134.481618 )"
3073296,,110,100255,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521877.848067 1000630.965666 ,1522102.848067 1000945.965666 )"
3073296,,110,101842,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521875.068066 1000636.499338 ,1521279.879066 1000648.076338 )"
3073296,,111,100178,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520444.412374 1000478.524378 ,1521280.223374 1000577.691378 )"
3073296,,111,100179,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520440.500473 1000482.057558 ,1520427.851473 999712.995558 )"
3073296,,111,101843,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520444.046663 1000485.499689 ,1519694.046663 1000495.499689 )"
3073296,,111,101846,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520447.498641 1000481.902480 ,1520463.858641 1001068.838480 )"
3073296,,132,100254,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522266.535798 1003288.330632 ,1522160.225798 1003293.646632 )"
3073296,,132,101960,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522266.039862 1003281.349764 ,1522440.378862 1003265.285764 )"
3073296,,133,101882,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520402.007543 1003956.499992 ,1519746.819543 1003957.911992 )"
3073296,,134,100288,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519317.810466 1002615.554458 ,1520622.844466 1002557.503458 )"
3073296,,134,101869,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519317.285780 1002622.484264 ,1519157.387780 1002590.804264 )"
3073296,,134,101911,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519314.473791 1002619.284409 ,1519279.945791 1002102.684409 )"
3073296,,134,102000,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519318.976741 1002615.700119 ,1520487.274741 1002968.099119 )"
3073296,,135,100011,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522617.481048 1002263.636267 ,1522644.149048 1002518.858267 )"
3073296,,135,100024,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522614.000000 1002260.500000 ,1522864.000000 1002260.500000 )"
3073296,,135,100025,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522613.999404 1002267.500000 ,1522426.066404 1002267.468000 )"
3073296,,135,100027,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522610.524782 1002263.584237 ,1522641.897782 1002001.348237 )"
3073296,,175,101846,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520515.572273 1001353.707594 ,1520456.932273 1001069.643594 )"
3073296,,175,101854,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520522.498269 1001353.110072 ,1520515.841269 1001564.681072 )"
3073296,,176,100271,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519006.499726 1001373.956186 ,1519009.154726 1001586.028186 )"
3073296,,176,100272,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518999.542632 1001374.544614 ,1518951.436632 1001069.153614 )"
3073296,,177,100271,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519010.501565 1001865.104667 ,1519002.156565 1001586.176667 )"
3073296,,177,101778,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519016.228000 1001867.699262 ,1518728.942000 1002104.828262 )"
3073296,,177,101911,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519016.314095 1001862.374174 ,1519285.752095 1002099.825174 )"
3073296,,178,100273,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521676.515803 1001823.667776 ,1521703.401803 1001541.700776 )"
3073296,,178,100275,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521683.455770 1001823.445333 ,1521715.975770 1002026.056333 )"
3073296,,178,100277,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521679.738407 1001820.509790 ,1522132.356407 1001786.585790 )"
3073296,,178,101856,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521679.439509 1001827.454830 ,1521303.439509 1001766.454830 )"
3073296,,179,100273,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521699.495482 1001327.822215 ,1521710.381482 1001541.855215 )"
3073296,,179,100274,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521692.502830 1001327.859284 ,1521703.388830 1001057.313284 )"
3073296,,179,100278,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521696.037747 1001331.499796 ,1521294.481747 1001335.830796 )"
3073296,,179,100279,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521695.851447 1001324.503154 ,1522113.652447 1001306.754154 )"
3073296,,180,100041,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522600.498958 1001269.914590 ,1522606.533958 1001517.148590 )"
3073296,,180,100276,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522593.502761 1001269.861016 ,1522604.241761 1000999.637016 )"
3073296,,180,100280,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522597.522384 1001273.460797 ,1522400.468384 1001303.204797 )"
3073296,,180,100281,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522597.500655 1001266.535993 ,1522843.448655 1001302.082993 )"
3073296,,181,100163,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521839.506161 1003759.463207 ,1521449.506161 1003816.463207 )"
3073296,,181,102006,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521838.292189 1003752.572318 ,1522445.546189 1003627.175318 )"
3073296,,181,102013,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521837.742435 1003752.733729 ,1522164.108435 1003627.077729 )"
3073296,,182,100283,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522669.523044 1003270.400972 ,1522637.191044 1002990.039972 )"
3073296,,182,100284,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522672.585832 1003266.524591 ,1522865.585832 1003243.524591 )"
3073296,,182,101960,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522672.981483 1003273.499951 ,1522440.681483 1003272.270951 )"
3073296,,184,100165,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520837.848133 1002673.694973 ,1521205.523133 1002545.552973 )"
3073296,,184,100288,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520837.344057 1002680.083481 ,1520621.344057 1002564.083481 )"
3073296,,184,101858,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520835.914791 1002678.652720 ,1520510.393791 1002070.987720 )"
3073296,,184,102000,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520841.242907 1002679.686888 ,1520488.506907 1002974.136888 )"
3073296,,185,100275,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521736.516689 1002307.341388 ,1521709.036689 1002026.952388 )"
3073296,,185,100291,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521739.759503 1002303.508272 ,1522141.785503 1002275.818272 )"
3073296,,185,100292,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521740.106259 1002310.498387 ,1521312.106259 1002323.498387 )"
3073296,,185,100295,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521743.484533 1002307.328678 ,1521722.135533 1002533.663678 )"
3073296,,186,100293,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521698.052579 1002771.500395 ,1522140.804579 1002778.152395 )"
3073296,,186,100294,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521698.223197 1002778.492876 ,1521329.588197 1002802.048876 )"
3073296,,186,100295,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521694.512709 1002774.702001 ,1521715.163709 1002533.037001 )"
3073296,,186,100296,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521701.478580 1002774.613371 ,1521727.268580 1003006.651371 )"
3073296,,187,100011,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522625.503937 1002764.834029 ,1522637.171937 1002519.056029 )"
3073296,,187,100283,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522632.495288 1002764.818451 ,1522644.163288 1002989.457451 )"
3073296,,187,100289,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522629.092591 1002761.501225 ,1522865.150591 1002767.748225 )"
3073296,,187,100290,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522629.281884 1002768.488630 ,1522431.226884 1002784.491630 )"
3073296,,100000,100283,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522861.921543 1002984.250177 ,1522640.808543 1002993.136177 )"
3073296,,100000,100289,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522856.531642 1002980.670892 ,1522859.808642 1002771.164892 )"
3073296,,100010,100011,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522429.122456 1002517.418697 ,1522640.582456 1002513.972697 )"
3073296,,100010,100025,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522425.708258 1002522.710492 ,1522422.567258 1002264.010492 )"
3073296,,100010,100290,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522432.707921 1002522.644467 ,1522434.444921 1002780.979467 )"
3073296,,100011,135,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522637.186952 1002519.585733 ,1522610.518952 1002264.363733 )"
3073296,,100011,187,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522644.164063 1002519.387971 ,1522632.496063 1002765.165971 )"
3073296,,100011,100012,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522640.462547 1002513.976022 ,1522860.409547 1002505.362022 )"
3073296,,100012,100024,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522855.365495 1002510.535944 ,1522858.750495 1002263.927944 )"
3073296,,100024,135,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522864.000000 1002267.500000 ,1522614.000000 1002267.500000 )"
3073296,,100024,100028,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522858.750938 1002264.099232 ,1522853.725938 1001998.291232 )"
3073296,,100025,135,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522426.067596 1002260.468000 ,1522614.000596 1002260.500000 )"
3073296,,100025,100010,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522429.566742 1002263.925508 ,1522432.707742 1002522.625508 )"
3073296,,100025,100026,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522422.567646 1002264.035227 ,1522417.555646 1002003.146227 )"
3073296,,100026,100025,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522424.554354 1002003.011773 ,1522429.566354 1002263.900773 )"
3073296,,100026,100027,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522421.024224 1001997.829090 ,1522645.342224 1001996.514090 )"
3073296,,100026,100039,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522417.557889 1002003.221184 ,1522407.936889 1001766.586184 )"
3073296,,100026,100249,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522421.210460 1002008.326698 ,1522143.028460 1002016.567698 )"
3073296,,100027,109,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522641.888309 1002002.090998 ,1522620.515309 1001774.326998 )"
3073296,,100027,135,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522648.848218 1002002.179763 ,1522617.475218 1002264.415763 )"
3073296,,100027,100026,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522645.403776 1002007.013910 ,1522421.085776 1002008.328910 )"
3073296,,100027,100028,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522645.285218 1001996.514734 ,1522858.887218 1001992.942734 )"
3073296,,100028,100027,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522859.062782 1002003.441266 ,1522645.460782 1002007.013266 )"
3073296,,100028,100038,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522853.726089 1001998.298938 ,1522848.751089 1001754.106938 )"
3073296,,100038,109,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522854.303204 1001757.486842 ,1522624.303204 1001777.486842 )"
3073296,,100038,100042,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522848.752017 1001754.145508 ,1522841.977017 1001509.793508 )"
3073296,,100039,109,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522411.558335 1001762.946209 ,1522624.124335 1001770.502209 )"
3073296,,100039,100026,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522414.931111 1001766.301816 ,1522424.552111 1002002.936816 )"
3073296,,100039,100040,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522407.934092 1001766.418655 ,1522409.735092 1001517.719655 )"
3073296,,100040,100039,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522416.734908 1001517.770345 ,1522414.933908 1001766.469345 )"
3073296,,100040,100248,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522413.315236 1001522.994387 ,1522127.019236 1001527.370387 )"
3073296,,100040,100280,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522409.741485 1001517.957959 ,1522396.452485 1001299.956959 )"
3073296,,100041,109,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522606.523391 1001516.949172 ,1522627.488391 1001773.715172 )"
3073296,,100041,180,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522599.536042 1001517.319410 ,1522593.501042 1001270.085410 )"
3073296,,100041,100040,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522603.049135 1001522.483981 ,1522413.249135 1001522.994981 )"
3073296,,100042,100041,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522847.388018 1001514.895468 ,1522603.198018 1001522.481468 )"
3073296,,100042,100281,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522841.976152 1001509.757991 ,1522837.699152 1001305.656991 )"
3073296,,100052,100064,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522399.720506 1001002.623506 ,1522393.301506 1000625.125506 )"
3073296,,100052,100276,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522403.148439 1000997.314488 ,1522607.667439 1000994.526488 )"
3073296,,100052,100280,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522406.719788 1001002.602557 ,1522403.445788 1001299.782557 )"
3073296,,100053,100251,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522831.467014 1000997.379735 ,1522832.528014 1000543.232735 )"
3073296,,100064,110,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522396.854211 1000628.565595 ,1521875.053211 1000636.499595 )"
3073296,,100064,100052,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522400.300494 1000625.006494 ,1522406.719494 1001002.504494 )"
3073296,,100064,100250,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522393.301793 1000625.140501 ,1522387.988793 1000375.596501 )"
3073296,,100065,100066,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522384.229315 999908.247044 ,1522608.567782 1000020.870772 ,1522648.357467 1000040.765615 ,1522712.058326 1000062.662785 ,1522766.751712 1000078.573588 ,1522849.156005 1000090.929695 )"
3073296,,100065,100250,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522386.158367 999911.308435 ,1522394.987367 1000375.455435 )"
3073296,,100066,100065,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522848.117995 1000097.852305 ,1522765.248288 1000085.426412 ,1522709.941674 1000069.337215 ,1522645.642533 1000047.234385 ,1522605.432218 1000027.129228 ,1522381.088685 999914.502956 )"
3073296,,100163,181,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521448.493839 1003809.536793 ,1521838.493839 1003752.536793 )"
3073296,,100163,101881,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521451.074456 1003815.818977 ,1521347.674456 1003891.909977 )"
3073296,,100165,184,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521207.826867 1002552.163027 ,1520840.151867 1002680.305027 )"
3073296,,100165,101870,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521206.568265 1002545.359628 ,1521321.481265 1002541.853628 )"
3073296,,100178,111,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521279.398626 1000584.642622 ,1520443.587626 1000485.475622 )"
3073296,,100178,101841,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521276.311003 1000581.171429 ,1521275.295003 999778.316429 )"
3073296,,100178,101842,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521283.311000 1000581.167000 ,1521283.311000 1000644.577000 )"
3073296,,100179,111,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520434.850527 999712.880442 ,1520447.499527 1000481.942442 )"
3073296,,100179,101834,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520431.222637 999718.186431 ,1519682.450637 999699.873431 )"
3073296,,100179,101841,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520431.620199 999709.448368 ,1521279.064199 999774.822368 )"
3073296,,100192,110,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522113.417518 1000137.476382 ,1521878.163518 1000634.497382 )"
3073296,,100192,100250,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522112.523486 1000133.314524 ,1522393.757486 1000372.857524 )"
3073296,,100192,101841,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522107.945838 1000138.610043 ,1521886.025810 999943.924030 ,1521684.662156 999842.245353 ,1521562.352187 999802.469754 ,1521416.744179 999794.491233 ,1521278.475026 999781.797343 )"
3073296,,100248,100273,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522127.187589 1001527.365111 ,1521707.134589 1001547.277111 )"
3073296,,100248,100277,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522130.438214 1001522.046838 ,1522136.117214 1001790.001838 )"
3073296,,100248,100279,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522123.445710 1001522.337618 ,1522110.307710 1001310.467618 )"
3073296,,100249,100026,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522142.717540 1002006.072302 ,1522420.899540 1001997.831302 )"
3073296,,100249,100275,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522143.059422 1002016.566689 ,1521712.706422 1002031.857689 )"
3073296,,100249,100277,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522139.376754 1002011.482056 ,1522129.121754 1001790.238056 )"
3073296,,100249,100291,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522146.372983 1002011.331062 ,1522145.525983 1002279.321062 )"
3073296,,100250,100064,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522394.987207 1000375.447499 ,1522400.300207 1000624.991499 )"
3073296,,100250,100065,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522387.988633 1000375.588565 ,1522379.159633 999911.441565 )"
3073296,,100250,100192,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522389.218514 1000378.186476 ,1522107.984514 1000138.643476 )"
3073296,,100250,100251,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522393.634394 1000372.757404 ,1522415.700214 1000389.888995 ,1522658.169867 1000475.701301 ,1522838.950022 1000539.947067 )"
3073296,,100251,100066,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522832.529536 1000543.118025 ,1522843.388536 1000094.264025 )"
3073296,,100251,100250,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522836.605978 1000546.542933 ,1522655.830133 1000482.298699 ,1522412.299786 1000396.111005 ,1522389.341606 1000378.286596 )"
3073296,,100252,100010,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522143.397395 1002522.513835 ,1522429.114395 1002517.418835 )"
3073296,,100252,100291,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522139.991061 1002527.783637 ,1522138.526061 1002279.330637 )"
3073296,,100252,100293,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522146.990796 1002527.800756 ,1522144.251796 1002781.689756 )"
3073296,,100253,100254,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522163.049995 1002992.899101 ,1522163.550995 1003290.145101 )"
3073296,,100253,100293,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522156.063775 1002993.215216 ,1522137.265775 1002781.962216 )"
3073296,,100253,100296,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522159.663456 1002996.403161 ,1521723.903456 1003010.536161 )"
3073296,,100253,101999,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522159.456389 1002987.655835 ,1522436.854389 1002982.708835 )"
3073296,,100254,132,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522159.876202 1003286.655368 ,1522266.186202 1003281.339368 )"
3073296,,100254,100253,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522156.551005 1003290.156899 ,1522156.050005 1002992.910899 )"
3073296,,100254,100282,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522163.549723 1003290.056449 ,1522168.864723 1003486.730449 )"
3073296,,100255,110,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522097.151933 1000950.034334 ,1521872.151933 1000635.034334 )"
3073296,,100255,101844,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522103.293489 1000946.815546 ,1522124.072489 1001004.593546 )"
3073296,,100271,176,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519002.155274 1001586.115814 ,1518999.500274 1001374.043814 )"
3073296,,100271,177,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519009.153435 1001585.967333 ,1519017.498435 1001864.895333 )"
3073296,,100272,176,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518958.351368 1001068.064386 ,1519006.457368 1001373.455386 )"
3073296,,100272,101847,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518954.909623 1001063.359023 ,1519705.611623 1001065.593023 )"
3073296,,100273,178,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521710.370197 1001542.365224 ,1521683.484197 1001824.332224 )"
3073296,,100273,179,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521703.390518 1001542.210785 ,1521692.504518 1001328.177785 )"
3073296,,100273,101855,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1521706.851002 1001547.282883 ,1521304.684002 1001544.601883 )"
3073296,,100274,179,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521710.383170 1001057.594716 ,1521699.497170 1001328.140716 )"
3073296,,100274,101844,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521706.907870 1001052.204046 ,1522075.492590 1001053.739509 ,1522116.687003 1001002.488918 )"
3073296,,100274,101845,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521706.954108 1001062.703558 ,1521295.439108 1001068.042558 )"
3073296,,100275,178,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521709.064230 1002027.165667 ,1521676.544230 1001824.554667 )"
3073296,,100275,185,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521716.003311 1002026.269612 ,1521743.483311 1002306.658612 )"
3073296,,100275,100249,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1521712.333578 1002021.364311 ,1522142.686578 1002006.073311 )"
3073296,,100275,101857,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1521712.652148 1002033.609753 ,1521313.693148 1002041.142753 )"
3073296,,100276,180,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522611.236239 1000999.914984 ,1522600.497239 1001270.138984 )"
3073296,,100276,100053,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522607.684343 1000994.526285 ,1522836.662343 1000992.142285 )"
3073296,,100277,178,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522132.879593 1001793.566210 ,1521680.261593 1001827.490210 )"
3073296,,100277,100248,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522129.118786 1001790.150162 ,1522123.439786 1001522.195162 )"
3073296,,100277,100249,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522136.114246 1001789.913944 ,1522146.369246 1002011.157944 )"
