road_link_id,name,from_node_id,to_node_id,facility_type,link_type,direction,length,lanes,free_speed,capacity,demand_type_code,geometry,
3073296,,100278,179,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521294.406253 1001328.831204 ,1521695.962253 1001324.500204 )"
3073296,,100278,101845,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521289.194031 1001332.312944 ,1521290.121031 1001062.774944 )"
3073296,,100278,101855,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521299.687545 1001332.070749 ,1521309.962545 1001539.091749 )"
3073296,,100279,179,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522113.949553 1001313.747846 ,1521696.148553 1001331.496846 )"
3073296,,100279,100248,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522117.294290 1001310.034382 ,1522130.432290 1001521.904382 )"
3073296,,100279,101844,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522110.301919 1001310.170807 ,1522117.279919 1001005.697807 )"
3073296,,100280,180,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522399.423616 1001296.283203 ,1522596.477616 1001266.539203 )"
3073296,,100280,100040,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522403.439515 1001299.531041 ,1522416.728515 1001517.532041 )"
3073296,,100280,100052,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522396.446212 1001299.705443 ,1522399.720212 1001002.525443 )"
3073296,,100281,180,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522842.447345 1001309.011007 ,1522596.499345 1001273.464007 )"
3073296,,100281,100053,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522837.699073 1001305.653135 ,1522831.468073 1000997.498135 )"
3073296,,100282,100254,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522161.867277 1003486.919551 ,1522156.552277 1003290.245551 )"
3073296,,100282,101880,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522165.487952 1003492.073583 ,1521344.536952 1003511.148583 )"
3073296,,100282,102013,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522168.866000 1003486.825000 ,1522168.866000 1003630.344000 )"
3073296,,100283,182,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522644.144956 1002989.238028 ,1522676.476956 1003269.599028 )"
3073296,,100283,187,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522637.172712 1002989.820549 ,1522625.504712 1002765.181549 )"
3073296,,100283,100000,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522640.457185 1002984.393234 ,1522861.570185 1002975.507234 )"
3073296,,100283,101999,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522640.624681 1002994.888821 ,1522436.904681 1002993.207821 )"
3073296,,100284,182,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522866.414168 1003250.475409 ,1522673.414168 1003273.475409 )"
3073296,,100284,100000,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522860.750659 1003247.083182 ,1522856.531659 1002980.836182 )"
3073296,,100285,101764,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518978.239006 1003551.748510 ,1518977.158006 1002970.583510 )"
3073296,,100285,102001,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518985.238482 1003551.802209 ,1518982.587482 1003705.884209 )"
3073296,,100287,101871,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520484.838318 1003043.393230 ,1521332.636318 1003002.055230 )"
3073296,,100287,101872,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520485.228942 1003052.134398 ,1520060.902931 1003068.506349 ,1519736.046771 1003037.906575 )"
3073296,,100287,101879,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520488.593825 1003048.602006 ,1520493.304825 1003519.754006 )"
3073296,,100287,102000,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520481.594402 1003048.583953 ,1520482.764402 1002971.396953 )"
3073296,,100288,134,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520623.155534 1002564.496542 ,1519318.121534 1002622.547542 )"
3073296,,100288,184,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520624.655943 1002557.916519 ,1520840.655943 1002673.916519 )"
3073296,,100289,187,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522864.965409 1002774.745775 ,1522628.907409 1002768.498775 )"
3073296,,100289,100012,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522859.808763 1002771.336481 ,1522855.365763 1002510.697481 )"
3073296,,100290,187,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522430.663116 1002777.514370 ,1522628.718116 1002761.511370 )"
3073296,,100290,100010,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522427.445079 1002781.026533 ,1522425.708079 1002522.691533 )"
3073296,,100290,101999,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522434.443529 1002780.901521 ,1522440.446529 1002987.856521 )"
3073296,,100291,185,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522142.266497 1002282.801728 ,1521740.240497 1002310.491728 )"
3073296,,100291,100249,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522138.526017 1002279.298938 ,1522139.373017 1002011.308938 )"
3073296,,100291,100252,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522145.525939 1002279.289363 ,1522146.990939 1002527.742363 )"
3073296,,100292,185,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521311.893741 1002316.501613 ,1521739.893741 1002303.501613 )"
3073296,,100292,101857,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521306.750078 1002319.971331 ,1521308.311078 1002034.115331 )"
3073296,,100292,101870,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521317.245255 1002319.776831 ,1521326.833255 1002545.128831 )"
3073296,,100293,186,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522140.699421 1002785.151605 ,1521697.947421 1002778.499605 )"
3073296,,100293,100252,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522137.252204 1002781.614244 ,1522139.991204 1002527.725244 )"
3073296,,100293,100253,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522144.238225 1002781.341784 ,1522163.036225 1002992.594784 )"
3073296,,100294,186,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521329.141803 1002795.063124 ,1521697.776803 1002771.507124 )"
3073296,,100294,101870,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521322.368299 1002798.770899 ,1521314.591299 1002545.566899 )"
3073296,,100294,101871,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521334.614251 1002798.467307 ,1521338.141251 1003007.210307 )"
3073296,,100295,185,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521715.166467 1002533.006322 ,1521736.515467 1002306.671322 )"
3073296,,100295,186,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521722.138291 1002533.632999 ,1521701.487291 1002775.297999 )"
3073296,,100295,100252,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1521718.582149 1002528.085451 ,1522143.422149 1002522.513451 )"
3073296,,100296,186,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521720.311420 1003007.424629 ,1521694.521420 1002775.386629 )"
3073296,,100296,100253,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521723.619816 1003001.790759 ,1522159.379816 1002987.657759 )"
3073296,,100296,101871,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521723.793505 1003012.287999 ,1521332.895505 1003012.548999 )"
3073296,,101764,100285,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518984.157994 1002970.570490 ,1518985.238994 1003551.735490 )"
3073296,,101764,101868,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518975.408400 1002970.512189 ,1518980.139400 1002587.306189 )"
3073296,,101764,101872,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518981.099960 1002965.345636 ,1519736.816960 1003029.190636 )"
3073296,,101778,177,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518724.486000 1002099.429738 ,1519011.772000 1001862.300738 )"
3073296,,101778,101861,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1518726.766627 1002096.879264 ,1518994.903627 1002099.567264 )"
3073296,,101834,100179,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519682.664575 999691.126046 ,1520431.436575 999709.439046 )"
3073296,,101834,101843,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519686.078641 999694.574874 ,1519697.499641 1000491.949874 )"
3073296,,101841,100178,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521282.294997 999778.307571 ,1521283.310997 1000581.162571 )"
3073296,,101841,100179,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521278.525801 999781.801632 ,1520431.081801 999716.427632 )"
3073296,,101841,100192,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521279.114974 999774.826657 ,1521417.255821 999787.508767 ,1521563.647813 999795.530246 ,1521687.337844 999835.754647 ,1521889.974190 999938.075970 ,1522112.562162 1000133.347957 )"
3073296,,101842,110,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521279.742934 1000641.077662 ,1521874.931934 1000629.500662 )"
3073296,,101842,100178,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521276.311000 1000644.577000 ,1521276.311000 1000581.167000 )"
3073296,,101842,101845,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521285.057370 1000644.381805 ,1521300.617370 1001062.597805 )"
3073296,,101843,111,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519693.953337 1000488.500311 ,1520443.953337 1000478.500311 )"
3073296,,101843,101834,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519688.750538 1000492.075189 ,1519677.329538 999694.700189 )"
3073296,,101843,101847,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519699.248947 1000491.894848 ,1519710.844947 1001070.737848 )"
3073296,,101844,100052,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522120.719262 1001000.528340 ,1522403.160262 1000997.314340 )"
3073296,,101844,100255,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522117.485511 1001006.962454 ,1522096.706511 1000949.184454 )"
3073296,,101844,100274,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522123.506998 1001007.970721 ,1522079.671606 1001062.506994 ,1521706.871420 1001060.953970 )"
3073296,,101844,100279,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522124.278081 1001005.858193 ,1522117.300081 1001310.331193 )"
3073296,,101845,100274,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521295.325595 1001059.293295 ,1521706.840595 1001053.954295 )"
3073296,,101845,100278,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521298.870979 1001062.805037 ,1521297.943979 1001332.343037 )"
3073296,,101845,101842,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521291.873420 1001062.923130 ,1521276.313420 1000644.707130 )"
3073296,,101845,101846,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521295.396748 1001066.292905 ,1520460.385748 1001072.435905 )"
3073296,,101846,111,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520456.861359 1001069.033520 ,1520440.501359 1000482.097520 )"
3073296,,101846,175,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520463.787727 1001068.228406 ,1520522.427727 1001352.292406 )"
3073296,,101846,101845,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520460.321378 1001063.686142 ,1521295.332378 1001057.543142 )"
3073296,,101846,101847,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520460.373265 1001074.185983 ,1519705.609265 1001076.092983 )"
3073296,,101847,100272,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519705.585584 1001074.342985 ,1518954.883584 1001072.108985 )"
3073296,,101847,101843,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519702.096702 1001070.913102 ,1519690.500702 1000492.070102 )"
3073296,,101847,101846,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519705.587157 1001067.343011 ,1520460.351157 1001065.436011 )"
3073296,,101847,101853,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519710.845256 1001070.754602 ,1519719.380256 1001577.578602 )"
3073296,,101853,100271,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1519714.193279 1001582.916631 ,1519005.717279 1001591.321631 )"
3073296,,101853,101847,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519708.881744 1001577.755398 ,1519700.346744 1001070.931398 )"
3073296,,101853,101859,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519717.630968 1001577.681975 ,1519716.499968 1001842.014975 )"
3073296,,101854,108,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520515.833161 1001564.833248 ,1520496.490161 1001822.262248 )"
3073296,,101854,175,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520508.844731 1001564.460928 ,1520515.501731 1001352.889928 )"
3073296,,101854,101853,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1520512.429123 1001569.820294 ,1519714.217123 1001582.916294 )"
3073296,,101855,100278,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521301.223303 1001539.525501 ,1521290.948303 1001332.504501 )"
3073296,,101855,101854,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1521304.886008 1001544.599343 ,1520512.510008 1001569.818343 )"
3073296,,101855,101856,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521308.218982 1001539.363252 ,1521307.499982 1001763.011252 )"
3073296,,101856,178,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521304.560491 1001759.545170 ,1521680.560491 1001820.545170 )"
3073296,,101856,101855,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521300.500018 1001762.988748 ,1521301.219018 1001539.340748 )"
3073296,,101856,101857,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521309.246739 1001762.814991 ,1521318.807739 1002033.958991 )"
3073296,,101857,100275,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1521313.461889 1002028.894936 ,1521712.420889 1002021.361936 )"
3073296,,101857,100292,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521317.060948 1002034.163112 ,1521315.499948 1002320.019112 )"
3073296,,101857,101856,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521310.063174 1002034.267339 ,1521300.502174 1001763.123339 )"
3073296,,101857,101858,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1521313.791694 1002039.388929 ,1520513.709694 1002074.579929 )"
3073296,,101858,108,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520509.990936 1002069.623807 ,1520489.511936 1001822.288807 )"
3073296,,101858,184,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520516.564209 1002067.682280 ,1520842.085209 1002675.347280 )"
3073296,,101858,101857,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1520513.171408 1002062.341761 ,1521313.253408 1002027.150761 )"
3073296,,101858,101860,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1520513.738757 1002076.330179 ,1519722.625757 1002105.707179 )"
3073296,,101859,101853,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519709.500032 1001841.985025 ,1519710.631032 1001577.652025 )"
3073296,,101859,101860,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519719.995346 1001841.744779 ,1519729.361346 1002098.456779 )"
3073296,,101860,101858,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1519722.171182 1002093.465616 ,1520513.284182 1002064.088616 )"
3073296,,101860,101859,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519718.868327 1002098.839611 ,1519709.502327 1001842.127611 )"
3073296,,101860,101911,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1519722.410720 1002103.961810 ,1519283.482720 1002107.700810 )"
3073296,,101861,101778,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1518994.798373 1002110.066736 ,1518726.661373 1002107.378736 )"
3073296,,101861,101868,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519000.099991 1002104.919923 ,1518990.637991 1002587.473923 )"
3073296,,101861,101911,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1518994.807959 1002099.567176 ,1519283.394959 1002097.201176 )"
3073296,,101868,101764,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518990.638600 1002587.435811 ,1518985.907600 1002970.641811 )"
3073296,,101868,101861,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518980.140009 1002587.268077 ,1518989.602009 1002104.714077 )"
3073296,,101868,101869,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518985.389000 1002583.871000 ,1519158.068000 1002583.871000 )"
3073296,,101869,134,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519158.748220 1002583.937736 ,1519318.646220 1002615.617736 )"
3073296,,101869,101868,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1519158.068000 1002592.621000 ,1518985.389000 1002592.621000 )"
3073296,,101870,100165,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521321.694735 1002548.850372 ,1521206.781735 1002552.356372 )"
3073296,,101870,100292,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521318.091164 1002545.500779 ,1521308.503164 1002320.148779 )"
3073296,,101870,100294,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521325.086350 1002545.244550 ,1521332.863350 1002798.448550 )"
3073296,,101870,100295,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1521321.429183 1002540.104403 ,1521718.492183 1002528.087403 )"
3073296,,101871,100287,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521333.147682 1003012.542770 ,1520485.349682 1003053.880770 )"
3073296,,101871,100294,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521329.392499 1003007.358129 ,1521325.865499 1002798.615129 )"
3073296,,101871,100296,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521332.889663 1003003.799001 ,1521723.787663 1003003.538001 )"
3073296,,101871,101880,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521338.140599 1003007.177701 ,1521349.663599 1003505.778701 )"
3073296,,101872,100287,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519736.867344 1003029.195137 ,1520061.145604 1003059.740476 ,1520484.891588 1003043.390903 )"
3073296,,101872,101764,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519735.933040 1003039.653364 ,1518980.216040 1002975.808364 )"
3073296,,101872,101878,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519739.874779 1003034.382681 ,1519745.454779 1003531.056681 )"
3073296,,101878,100285,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1519742.097527 1003536.344065 ,1518981.881527 1003556.990065 )"
3073296,,101878,101872,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519738.455221 1003531.135319 ,1519732.875221 1003034.461319 )"
3073296,,101878,101882,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519745.454770 1003531.055845 ,1519750.311770 1003954.371845 )"
3073296,,101879,101878,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1520489.884367 1003525.038400 ,1519742.034367 1003536.345400 )"
3073296,,101879,101913,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520493.304557 1003519.733323 ,1520494.841557 1003616.341323 )"
3073296,,101880,101871,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521339.166401 1003506.021299 ,1521327.643401 1003007.420299 )"
3073296,,101880,101879,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1521344.500311 1003511.149307 ,1520489.890311 1003525.038307 )"
3073296,,101880,101881,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521347.914983 1003505.889176 ,1521349.099983 1003889.080176 )"
3073296,,101881,100163,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521343.525544 1003886.272023 ,1521446.925544 1003810.181023 )"
3073296,,101881,101880,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1521342.100017 1003889.101824 ,1521340.915017 1003505.910824 )"
3073296,,101882,133,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519746.804457 1003950.912008 ,1520401.992457 1003949.500008 )"
3073296,,101882,101878,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519743.312230 1003954.452155 ,1519738.455230 1003531.136155 )"
3073296,,101911,134,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519286.930209 1002102.217591 ,1519321.458209 1002618.817591 )"
3073296,,101911,177,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1519281.123905 1002105.076826 ,1519011.685905 1001867.625826 )"
3073296,,101911,101860,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1519283.393280 1002097.201190 ,1519722.321280 1002093.462190 )"
3073296,,101911,101861,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1519283.481041 1002107.700824 ,1518994.894041 1002110.066824 )"
3073296,,101913,133,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520494.724868 1003617.294889 ,1520405.382868 1003953.897889 )"
3073296,,101960,132,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522441.021138 1003272.256236 ,1522266.682138 1003288.320236 )"
3073296,,101960,182,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522440.718517 1003265.271049 ,1522673.018517 1003266.500049 )"
3073296,,101960,101986,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522444.199319 1003268.701935 ,1522448.552319 1003489.255935 )"
3073296,,101960,101999,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522437.200312 1003268.817760 ,1522433.448312 1002988.004760 )"
3073296,,101986,100282,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522445.124971 1003494.574507 ,1522175.726881 1003498.267948 ,1522162.904664 1003491.462276 )"
3073296,,101986,101960,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522441.553681 1003489.394065 ,1522437.200681 1003268.840065 )"
3073296,,101986,102006,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522448.552874 1003489.295248 ,1522449.753874 1003630.573248 )"
3073296,,101987,101986,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522704.244248 1003492.143769 ,1522445.102248 1003494.574769 )"
3073296,,101987,102007,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522707.694224 1003486.820279 ,1522713.608224 1003767.531279 )"
3073296,,101988,100284,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522879.899228 1003483.001971 ,1522860.767228 1003247.424971 )"
3073296,,101988,101987,,1,1,1.00000,2,60.0,2000.0,"","LINESTRING (1522885.257225 1003487.825506 ,1522704.320225 1003492.142506 )"
3073296,,101988,102009,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522888.631865 1003482.607722 ,1522886.129865 1003767.635722 )"
3073296,,101999,100253,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522437.041611 1002993.207165 ,1522159.643611 1002998.154165 )"
3073296,,101999,100283,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522436.976879 1002984.458119 ,1522640.696879 1002986.139119 )"
3073296,,101999,100290,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522433.449471 1002988.059479 ,1522427.446471 1002781.104479 )"
3073296,,101999,101960,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522440.447688 1002987.911240 ,1522444.199688 1003268.724240 )"
3073296,,102000,134,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520485.253259 1002974.800881 ,1519316.955259 1002622.401881 )"
3073296,,102000,184,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520484.021093 1002968.763112 ,1520836.757093 1002674.313112 )"
3073296,,102000,100287,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1520489.763598 1002971.503047 ,1520488.593598 1003048.690047 )"
3073296,,102001,100285,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1518975.588518 1003705.763791 ,1518978.239518 1003551.681791 )"
3073296,,102006,181,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522446.961811 1003634.030682 ,1521839.707811 1003759.427682 )"
3073296,,102006,101986,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522442.754126 1003630.632752 ,1522441.553126 1003489.354752 )"
3073296,,102007,101987,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522706.609776 1003767.678721 ,1522700.695776 1003486.967721 )"
3073296,,102007,102009,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522710.109000 1003764.105000 ,1522882.630000 1003764.105000 )"
3073296,,102009,101988,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522879.130135 1003767.574278 ,1522881.632135 1003482.546278 )"
3073296,,102009,102007,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522882.630000 1003771.105000 ,1522710.109000 1003771.105000 )"
3073296,,102013,181,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522166.623565 1003633.610271 ,1521840.257565 1003759.266271 )"
3073296,,102013,100282,,1,1,1.00000,1,60.0,2000.0,"","LINESTRING (1522161.866000 1003630.344000 ,1522161.866000 1003486.825000 )"
